811711269212483584	alzheimer	2
811746810733723649	alzheimer	1
902649153792098304	alzheimer	1
811695298359783424	alzheimer	0
811696543501864961	alzheimer	1
813212976257896449	alzheimer	1
811745122316521474	alzheimer	1
813243229952966658	alzheimer	1
811773376653979648	alzheimer	1
902649330645000192	alzheimer	1
905510725791207425	alzheimer	1
902683660633088000	alzheimer	1
902678663950458881	alzheimer	1
811761930687877120	alzheimer	2
902689920095068160	alzheimer	1
813172100592713728	alzheimer	1
811743980534857729	alzheimer	1
811741797609340932	alzheimer	1
813167071085391873	alzheimer	1
811686895922987008	alzheimer	1
905489036214751232	alzheimer	1
811678391028092928	alzheimer	1
811678457260347393	alzheimer	1
811676388008857605	alzheimer	1
902677163131809792	alzheimer	1
905526707330932736	alzheimer	1
813207238001172480	alzheimer	1
902683356269338625	alzheimer	1
902652161749901312	alzheimer	1
905441724234911745	alzheimer	1
813209180722954240	alzheimer	2
811736802050658305	alzheimer	1
811763289713733632	alzheimer	1
811725638440730624	alzheimer	2
905525105048027136	alzheimer	1
905499092637196288	alzheimer	1
813227113398550528	alzheimer	1
813196115562463232	alzheimer	2
905483799508779012	alzheimer	1
811685626013687809	alzheimer	2
905465257417515008	alzheimer	2
811708100877189120	alzheimer	1
905499704561106946	alzheimer	1
811711633802330112	alzheimer	1
811705529311645696	alzheimer	1
813229015645319168	alzheimer	1
811726122262085632	alzheimer	1
811709642183061504	alzheimer	1
905514304748871680	alzheimer	3
811758658895933440	alzheimer	1
813190789215977476	alzheimer	2
811692115864522753	alzheimer	1
811668479661244416	alzheimer	1
811714800963256322	alzheimer	1
811677004391219200	alzheimer	1
811727152345448448	alzheimer	1
811678986979909632	alzheimer	1
811763131965915136	alzheimer	2
811678918583418881	alzheimer	1
905464477918879744	alzheimer	1
813212876374560769	alzheimer	1
811670970620669952	alzheimer	1
811757582633304065	alzheimer	1
813222636696326144	alzheimer	0
811667631417782272	alzheimer	3
813165581897637888	alzheimer	2
905530263232380928	alzheimer	2
811761651628314624	alzheimer	2
811760937459814400	alzheimer	1
902669439186989056	alzheimer	1
811685683832193025	alzheimer	2
902681130461270016	alzheimer	1
903016184764928001	alzheimer	1
811754807253934080	alzheimer	1
811745718247522304	alzheimer	1
902658944111329280	alzheimer	1
811762595459960832	alzheimer	2
905536091201167361	alzheimer	1
813224532895010816	alzheimer	1
902687285384101888	alzheimer	1
905502168253386752	alzheimer	1
811736785168531456	alzheimer	1
905466756428333056	alzheimer	1
813222351324192768	alzheimer	1
903009978260353024	alzheimer	1
902691161424269312	alzheimer	1
905509482498809859	alzheimer	1
902673320730091521	alzheimer	1
902664920361312257	alzheimer	1
902682159189721088	alzheimer	1
811663003393413121	alzheimer	1
813176886251651072	alzheimer	1
902673578419560448	alzheimer	1
902680120544067584	alzheimer	1
813198129772265472	alzheimer	1
905504988071424000	alzheimer	1
902650048445652992	alzheimer	1
811678304143085568	alzheimer	2
811666008561754112	alzheimer	1
811742144260141057	alzheimer	1
902685993165348864	alzheimer	1
902684818118467584	alzheimer	1
811763551010521088	alzheimer	1
811710562467856384	alzheimer	1
811739333040500736	alzheimer	1
811728933959897088	alzheimer	1
902687450006339584	alzheimer	1
903005279482253318	alzheimer	2
905481182560657408	alzheimer	1
811679649193398274	alzheimer	1
902671276845793280	alzheimer	1
811673000839933956	alzheimer	1
811662558365175808	alzheimer	1
811771233436139521	alzheimer	1
811673179873742848	alzheimer	2
811703133235597312	alzheimer	2
905532161649979393	alzheimer	1
902660905808392193	alzheimer	1
902673353546313728	alzheimer	2
811661344055455745	alzheimer	1
903013533692067840	alzheimer	1
813224229130866688	alzheimer	1
905468493037834240	alzheimer	1
811677493589479424	alzheimer	2
905458095576551424	alzheimer	1
813235931994083328	alzheimer	2
813166286502932480	alzheimer	2
903018021484199937	alzheimer	1
902684699046412292	alzheimer	1
902667221247414272	alzheimer	1
813243856489684992	alzheimer	1
813202956610928641	alzheimer	1
811689810427609089	alzheimer	1
905448379056041985	alzheimer	1
811721662668374016	alzheimer	1
813212135887110148	alzheimer	1
811735073590562820	alzheimer	1
905493163212754944	alzheimer	1
811739260671950848	alzheimer	1
905532958357860352	alzheimer	1
811663165356437506	alzheimer	1
905538459338723328	alzheimer	1
811709981284175872	alzheimer	1
811712036237438976	alzheimer	2
813238641149538305	alzheimer	1
902679313383800832	alzheimer	1
905535765081243648	alzheimer	1
813175323701481473	alzheimer	1
905447997869359107	alzheimer	1
905453336199094277	alzheimer	1
905476535578124290	alzheimer	1
811677054865264640	alzheimer	2
811767001785974784	alzheimer	2
811683511799312384	alzheimer	1
811684492570083328	alzheimer	2
813203920474566656	alzheimer	2
811733050421673984	alzheimer	1
903022415625805825	alzheimer	2
811717200302264320	alzheimer	1
903017736778825728	alzheimer	1
813243474590007296	alzheimer	1
905510470265790464	alzheimer	3
902685228832931841	alzheimer	1
905446317035372546	alzheimer	1
903015122435575809	alzheimer	1
905447325602111488	alzheimer	1
811708230543867904	alzheimer	1
811701284705304577	alzheimer	1
813208598545367040	alzheimer	1
905530880453738497	alzheimer	1
813240754386636801	alzheimer	0
811699398279184384	alzheimer	1
811685275818659842	alzheimer	1
811688507382996992	alzheimer	1
811688325597822977	alzheimer	1
902667229698842624	alzheimer	1
811741457736495104	alzheimer	0
902690420513263616	alzheimer	1
905480949772648448	alzheimer	1
905451008687390721	alzheimer	1
811674093774893056	alzheimer	2
813243002948820996	alzheimer	1
811674865526837248	alzheimer	1
811675657197359104	alzheimer	1
811736807918411777	alzheimer	1
905468397194018816	alzheimer	1
811724877333831680	alzheimer	2
811754715339853824	alzheimer	1
905469261946257408	alzheimer	1
811722376136171520	alzheimer	1
811734859748085760	alzheimer	1
905530969448468480	alzheimer	1
902661990090452992	alzheimer	1
813178098049024001	alzheimer	2
811708602486493184	alzheimer	1
902666021831548930	alzheimer	1
811670515228299272	alzheimer	1
811685891483832320	alzheimer	1
811730248391938048	alzheimer	2
811661175989604356	alzheimer	3
902690619256131585	alzheimer	1
813216555999883265	alzheimer	1
811760297069412352	alzheimer	2
902684104285663232	alzheimer	1
902649546513063936	alzheimer	1
905478073545621504	alzheimer	0
905498775225061378	alzheimer	1
811740791982931968	alzheimer	1
813185987429928962	alzheimer	1
811741870485336064	alzheimer	1
905532210308141056	alzheimer	1
813227499442278405	alzheimer	1
813181289687814144	alzheimer	1
813207430444285952	alzheimer	2
811666264728813569	alzheimer	1
811701482621988864	alzheimer	1
813211377242406915	alzheimer	1
902687562044547072	alzheimer	2
813218428081360896	alzheimer	1
811714601570205696	alzheimer	1
902670490724118528	alzheimer	1
811706951918878720	alzheimer	2
813173517655175169	alzheimer	1
813162172033404928	alzheimer	1
811769063097724928	alzheimer	1
905457757129768960	alzheimer	1
903016432136593408	alzheimer	1
902663456834424833	alzheimer	1
811716771992502272	alzheimer	1
902655564446085121	alzheimer	2
813182317657202688	alzheimer	1
811767844379783168	alzheimer	1
811708133294899201	alzheimer	0
811718807068741632	alzheimer	1
902657139956744192	alzheimer	1
902692038298267648	alzheimer	1
811702794797383680	alzheimer	1
811681455285960704	alzheimer	2
811678077486960640	alzheimer	2
902661257542590464	alzheimer	1
811672696899641345	alzheimer	2
905471991934853120	alzheimer	1
905479545775587329	alzheimer	1
811701748792434688	alzheimer	1
902666982813827072	alzheimer	1
905497706461888512	alzheimer	1
813196947716788225	alzheimer	2
902672902973206528	alzheimer	1
813187906714144769	alzheimer	1
811673853160263680	alzheimer	1
905491290384683008	alzheimer	1
902649112520261632	alzheimer	1
811694302506192900	alzheimer	1
902673860981661700	alzheimer	1
905532310417788928	alzheimer	1
811732781797502976	alzheimer	1
905504565189103617	alzheimer	0
813221780437352448	alzheimer	2
813229528483065857	alzheimer	1
813210398392520704	alzheimer	1
905522184252215296	alzheimer	1
902673571838779392	alzheimer	1
902688113855569921	alzheimer	2
811724693191479296	alzheimer	1
902652327257141249	alzheimer	1
813204159499554816	alzheimer	1
811733301694173184	alzheimer	1
811659298006855680	alzheimer	1
811768640911470592	alzheimer	2
905505894842212353	alzheimer	1
811688951069245445	alzheimer	1
905505665749221376	alzheimer	1
905454395659132928	alzheimer	1
902654451462410244	alzheimer	1
811704635262013440	alzheimer	1
905462748150161408	alzheimer	1
811668266385022977	alzheimer	1
811686424202399744	alzheimer	1
